,Product ID,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Air temperature [C],Process temperature [C]
379,L47559,L,1754.0,26.8,125.0,0,24.30000000000001,35.19999999999999
380,L47560,L,2564.0,12.8,127.0,1,24.5,35.30000000000001
381,L47561,L,1546.0,40.4,129.0,0,24.5,35.5
382,L47562,L,1335.0,48.0,131.0,0,24.5,35.5
383,M15243,M,1842.0,27.0,133.0,0,24.5,35.60000000000002
384,L47564,L,1712.0,26.8,136.0,0,24.5,35.5
385,M15245,M,1414.0,45.4,138.0,0,24.600000000000023,35.60000000000002
386,L47566,L,1319.0,50.9,141.0,0,24.600000000000023,35.69999999999999
387,L47567,L,1249.0,60.4,,0,24.69999999999999,35.69999999999999
388,L47568,L,1455.0,48.2,145.0,0,24.600000000000023,35.69999999999999
389,M15249,M,1408.0,54.8,147.0,0,24.600000000000023,35.69999999999999
390,L47570,L,1460.0,46.7,150.0,0,24.600000000000023,35.69999999999999
391,L47571,L,1491.0,38.1,152.0,0,24.600000000000023,35.60000000000002
392,M15252,M,,43.4,154.0,0,24.600000000000023,35.5
393,M15253,M,1350.0,52.2,157.0,0,24.5,35.39999999999998
394,L47574,L,1528.0,39.9,160.0,0,24.5,35.39999999999998
395,L47575,L,1571.0,37.7,162.0,0,24.399999999999977,
396,L47576,L,1490.0,42.6,164.0,0,24.399999999999977,35.30000000000001
397,M15257,M,1774.0,28.9,166.0,0,24.399999999999977,35.30000000000001
398,H29812,H,1502.0,43.6,169.0,0,24.399999999999977,35.30000000000001
399,L47579,L,1392.0,49.7,174.0,0,24.399999999999977,35.39999999999998
400,L47580,L,2100.0,16.9,176.0,0,24.399999999999977,35.5
401,L47581,L,1722.0,30.4,,0,24.5,35.5
402,L47582,L,1678.0,32.3,180.0,0,24.399999999999977,35.60000000000002
403,L47583,L,1273.0,59.8,182.0,0,24.30000000000001,35.60000000000002
404,L47584,L,1297.0,45.9,184.0,0,24.30000000000001,35.60000000000002
405,L47585,L,1350.0,57.6,186.0,0,24.30000000000001,35.5
406,L47586,L,1439.0,51.9,188.0,0,24.399999999999977,35.60000000000002
407,M15267,M,1600.0,42.1,190.0,0,24.399999999999977,35.5
408,M15268,M,1434.0,44.4,193.0,0,24.399999999999977,35.60000000000002
409,L47589,L,1459.0,41.3,196.0,0,24.399999999999977,35.60000000000002
410,,M,1472.0,44.9,198.0,0,24.5,35.60000000000002
411,L47591,L,1429.0,44.3,201.0,0,24.5,35.69999999999999
412,L47592,L,1388.0,48.2,203.0,0,24.5,35.60000000000002
413,L47593,L,1573.0,34.5,205.0,0,24.399999999999977,35.39999999999998
414,L47594,L,1588.0,32.5,207.0,0,24.399999999999977,35.39999999999998
415,L47595,L,1511.0,42.8,209.0,0,24.5,35.39999999999998
416,,L,1495.0,37.8,211.0,0,24.399999999999977,35.5
417,L47597,L,1394.0,50.1,213.0,0,24.399999999999977,35.39999999999998
418,L47598,L,2151.0,17.7,0.0,0,24.399999999999977,35.39999999999998
419,M15279,M,1501.0,38.2,2.0,0,24.30000000000001,35.30000000000001
420,M15280,M,1301.0,39.6,,0,24.30000000000001,35.30000000000001
421,M15281,M,1657.0,31.1,,0,24.30000000000001,35.30000000000001
422,L47602,L,1333.0,55.2,11.0,0,24.30000000000001,35.30000000000001
423,L47603,L,1484.0,43.9,,0,24.30000000000001,35.30000000000001
424,L47604,L,1430.0,45.7,15.0,0,24.30000000000001,35.39999999999998
425,M15285,M,1665.0,28.9,17.0,0,24.30000000000001,35.39999999999998
426,L47606,L,1501.0,44.9,20.0,0,24.399999999999977,35.5
427,M15287,M,1496.0,42.2,22.0,0,24.5,
428,,M,1595.0,36.9,25.0,0,24.600000000000023,35.60000000000002
429,L47609,L,1208.0,62.3,28.0,0,24.5,35.60000000000002
430,L47610,L,1596.0,37.1,30.0,0,24.5,35.60000000000002
431,L47611,L,1446.0,41.9,32.0,0,24.5,35.5
432,M15292,M,1466.0,39.7,34.0,0,24.600000000000023,
433,M15293,M,1848.0,23.7,37.0,0,24.600000000000023,35.5
434,M15294,M,1484.0,44.7,40.0,0,24.5,35.5
435,L47615,L,1493.0,41.2,,0,24.399999999999977,35.30000000000001
436,L47616,L,1504.0,36.3,45.0,0,24.30000000000001,35.30000000000001
437,L47617,L,1538.0,38.5,,0,24.30000000000001,35.30000000000001
438,L47618,L,1341.0,52.2,49.0,0,24.399999999999977,
439,M15299,M,1535.0,34.6,,0,24.399999999999977,35.30000000000001
440,L47620,L,1389.0,39.2,54.0,0,24.399999999999977,35.5
441,H29855,H,1393.0,46.6,56.0,0,24.5,35.5
442,L47622,L,1399.0,61.5,61.0,1,24.399999999999977,35.5
443,H29857,H,1469.0,45.1,63.0,0,24.399999999999977,
444,L47624,L,1582.0,37.2,68.0,0,24.399999999999977,35.39999999999998
445,L47625,L,1793.0,26.7,70.0,0,24.5,35.60000000000002
446,L47626,L,1452.0,39.0,72.0,0,24.5,35.60000000000002
447,M15307,M,1376.0,59.9,74.0,0,24.600000000000023,35.69999999999999
448,L47628,L,1552.0,44.9,77.0,0,24.5,35.60000000000002
449,L47629,L,1622.0,37.9,,0,24.600000000000023,35.69999999999999
450,M15310,M,1419.0,41.7,81.0,0,24.600000000000023,35.69999999999999
451,H29865,H,1440.0,46.1,84.0,0,24.5,35.60000000000002
452,M15312,M,1643.0,31.0,89.0,0,24.399999999999977,35.60000000000002
453,L47633,L,1510.0,36.2,92.0,0,24.399999999999977,35.69999999999999
454,L47634,L,1468.0,46.6,94.0,0,24.399999999999977,35.69999999999999
455,L47635,L,1429.0,57.4,96.0,0,24.399999999999977,35.69999999999999
456,H29870,H,1478.0,47.6,98.0,0,24.30000000000001,35.69999999999999
457,L47637,L,1276.0,53.6,103.0,0,24.399999999999977,35.60000000000002
458,L47638,L,1486.0,42.6,105.0,0,24.30000000000001,35.60000000000002
459,,L,1476.0,42.3,107.0,0,24.399999999999977,35.60000000000002
460,H29874,H,1431.0,42.0,109.0,0,24.30000000000001,35.60000000000002
461,L47641,L,1402.0,40.2,114.0,0,24.399999999999977,
462,L47642,L,1433.0,43.4,116.0,0,24.399999999999977,35.69999999999999
463,L47643,L,,4.2,118.0,1,24.399999999999977,35.69999999999999
464,L47644,L,1511.0,35.7,120.0,0,24.30000000000001,35.60000000000002
465,M15325,M,1456.0,42.9,122.0,0,24.30000000000001,35.60000000000002
466,,L,1550.0,41.5,125.0,0,24.19999999999999,35.5
467,L47647,L,2182.0,16.5,127.0,0,24.19999999999999,35.5
468,L47648,L,1619.0,31.6,129.0,0,24.30000000000001,35.69999999999999
469,M15329,M,1586.0,32.7,131.0,0,24.30000000000001,35.80000000000001
470,H29884,H,1499.0,44.2,134.0,0,24.30000000000001,35.80000000000001
471,H29885,H,1419.0,42.4,139.0,0,24.30000000000001,35.80000000000001
472,M15332,M,1497.0,41.8,144.0,0,24.399999999999977,36.0
473,,M,1520.0,37.0,147.0,0,24.399999999999977,36.0
474,L47654,L,1478.0,49.8,150.0,0,24.399999999999977,36.10000000000002
475,L47655,L,1380.0,41.1,152.0,0,24.399999999999977,36.10000000000002
476,L47656,L,1570.0,37.9,154.0,0,24.399999999999977,36.0
477,H29891,H,1468.0,41.4,156.0,0,24.399999999999977,
478,L47658,L,1833.0,22.6,,0,24.399999999999977,36.0
479,M15339,M,1323.0,57.3,163.0,0,24.399999999999977,35.89999999999998
480,L47660,L,1583.0,32.0,166.0,0,24.399999999999977,36.0
481,M15341,M,1556.0,39.5,,0,24.30000000000001,36.0
482,L47662,L,1548.0,37.4,171.0,0,24.30000000000001,36.0
483,L47663,L,1324.0,56.9,173.0,0,24.399999999999977,36.0
484,L47664,L,1568.0,33.7,175.0,0,24.399999999999977,36.0
485,M15345,M,1685.0,30.7,177.0,0,24.399999999999977,
486,M15346,M,1582.0,35.9,180.0,0,24.399999999999977,36.10000000000002
487,M15347,M,1463.0,35.0,183.0,0,24.399999999999977,36.10000000000002
488,L47668,L,1584.0,42.8,,0,24.399999999999977,36.19999999999999
489,,M,1347.0,55.8,188.0,0,24.5,36.19999999999999
490,L47670,L,1459.0,37.9,191.0,0,24.399999999999977,36.19999999999999
491,L47671,L,1420.0,45.6,193.0,0,24.399999999999977,36.19999999999999
492,L47672,L,1404.0,43.5,195.0,0,24.5,36.30000000000001
493,L47673,L,1470.0,38.8,,0,24.5,36.30000000000001
494,L47674,L,1326.0,49.8,199.0,0,24.600000000000023,36.39999999999998
495,H29909,H,1459.0,49.7,201.0,0,24.5,36.30000000000001
496,M15356,M,1530.0,40.0,,0,24.5,36.19999999999999
497,L47677,L,1505.0,39.2,209.0,0,24.399999999999977,36.0
498,L47678,L,1611.0,30.2,211.0,0,24.5,36.10000000000002
499,L47679,L,1515.0,35.1,213.0,0,24.5,36.10000000000002
500,M15360,M,1804.0,27.4,215.0,0,24.5,36.19999999999999
501,M15361,M,1464.0,46.2,218.0,0,24.600000000000023,36.30000000000001
502,L47682,L,,43.3,221.0,0,24.600000000000023,36.19999999999999
503,M15363,M,1442.0,48.1,0.0,0,24.600000000000023,36.19999999999999
504,M15364,M,1529.0,41.9,3.0,0,24.600000000000023,36.30000000000001
505,L47685,L,1610.0,35.0,6.0,0,24.600000000000023,36.30000000000001
506,,L,1543.0,34.3,8.0,0,24.600000000000023,36.30000000000001
507,H29921,H,1445.0,48.2,10.0,0,24.80000000000001,36.39999999999998
508,L47688,L,1893.0,24.6,15.0,0,24.69999999999999,36.30000000000001
509,M15369,M,1415.0,41.3,17.0,0,24.600000000000023,36.30000000000001
510,L47690,L,,37.5,20.0,0,24.5,36.30000000000001
511,L47691,L,1479.0,39.4,22.0,0,24.5,36.30000000000001
512,L47692,L,1426.0,44.8,24.0,0,24.5,
513,L47693,L,1428.0,38.8,26.0,0,24.399999999999977,36.19999999999999
514,L47694,L,1620.0,33.2,,0,24.399999999999977,36.19999999999999
515,L47695,L,1715.0,28.0,30.0,0,24.5,36.19999999999999
516,L47696,L,1732.0,29.9,,0,24.5,36.30000000000001
517,M15377,M,1391.0,58.2,,0,24.5,36.39999999999998
518,L47698,L,1924.0,20.6,37.0,0,24.600000000000023,36.5
519,M15379,M,2027.0,19.8,39.0,0,24.69999999999999,36.5
520,L47700,L,1617.0,36.2,42.0,0,24.600000000000023,36.5
521,L47701,L,1497.0,35.8,44.0,0,24.5,36.39999999999998
522,M15382,M,1448.0,43.7,46.0,0,24.5,36.5
523,L47703,L,1401.0,45.9,49.0,0,24.399999999999977,36.39999999999998
524,L47704,L,1620.0,35.4,,0,24.399999999999977,36.39999999999998
525,L47705,L,,45.5,53.0,0,24.399999999999977,36.39999999999998
526,L47706,L,1373.0,50.6,55.0,0,24.600000000000023,36.5
527,M15387,M,1592.0,35.8,57.0,0,24.600000000000023,36.60000000000002
528,M15388,M,1553.0,42.4,60.0,0,24.5,36.5
529,L47709,L,1569.0,36.2,63.0,0,24.600000000000023,36.5
530,M15390,M,1709.0,32.2,65.0,0,24.600000000000023,36.5
531,L47711,L,1549.0,34.9,68.0,0,24.600000000000023,36.5
532,L47712,L,1443.0,45.4,70.0,0,24.5,36.39999999999998
533,L47713,L,1675.0,29.8,72.0,0,24.5,36.30000000000001
534,L47714,L,1623.0,33.4,74.0,0,24.5,36.30000000000001
535,H29949,H,1365.0,52.4,76.0,0,24.399999999999977,36.30000000000001
536,L47716,L,1759.0,24.8,81.0,0,24.399999999999977,36.30000000000001
537,H29951,H,1516.0,43.0,83.0,0,24.399999999999977,36.30000000000001
538,M15398,M,1499.0,36.8,88.0,0,24.399999999999977,36.30000000000001
539,M15399,M,1775.0,25.8,91.0,0,24.399999999999977,36.30000000000001
540,L47720,L,1473.0,45.5,94.0,0,24.399999999999977,36.39999999999998
541,L47721,L,1296.0,52.3,96.0,0,24.399999999999977,36.39999999999998
542,L47722,L,1803.0,24.7,98.0,0,24.5,36.39999999999998
543,H29957,H,1563.0,36.1,100.0,0,24.5,36.30000000000001
544,M15404,M,1831.0,26.6,105.0,0,24.5,36.39999999999998
545,L47725,L,,22.1,108.0,0,24.600000000000023,36.39999999999998
546,L47726,L,1809.0,24.3,110.0,0,24.5,36.39999999999998
547,M15407,M,1482.0,39.3,112.0,0,24.5,36.39999999999998
548,L47728,L,1332.0,53.2,,0,24.399999999999977,36.30000000000001
549,L47729,L,1437.0,40.4,117.0,0,24.399999999999977,36.19999999999999
550,L47730,L,1698.0,29.4,119.0,0,24.399999999999977,36.19999999999999
551,L47731,L,1274.0,54.3,121.0,0,24.399999999999977,36.19999999999999
552,M15412,M,1622.0,35.0,123.0,0,24.399999999999977,36.30000000000001
553,M15413,M,1564.0,36.0,126.0,0,24.399999999999977,36.30000000000001
554,H29968,H,1368.0,45.3,129.0,0,24.5,36.39999999999998
555,M15415,M,1539.0,42.2,,0,24.399999999999977,36.39999999999998
556,L47736,L,,50.1,137.0,0,24.5,36.39999999999998
557,M15417,M,1433.0,48.3,139.0,0,24.5,36.39999999999998
558,L47738,L,1650.0,34.6,142.0,0,24.5,36.39999999999998
559,L47739,L,1503.0,40.6,144.0,0,24.5,36.39999999999998
560,L47740,L,1318.0,58.2,146.0,0,24.5,36.39999999999998
561,M15421,M,1678.0,34.4,148.0,0,24.5,36.39999999999998
562,L47742,L,1574.0,30.9,151.0,0,24.600000000000023,36.5
563,L47743,L,1529.0,35.2,153.0,0,24.69999999999999,36.60000000000002
564,H29978,H,1669.0,32.1,155.0,0,24.600000000000023,36.60000000000002
565,H29979,H,1570.0,35.8,160.0,0,24.69999999999999,36.69999999999999
566,M15426,M,1541.0,33.7,165.0,0,24.600000000000023,36.69999999999999
567,M15427,M,1680.0,30.2,168.0,0,24.69999999999999,36.69999999999999
568,L47748,L,1935.0,22.1,171.0,0,24.80000000000001,36.69999999999999
569,M15429,M,,35.2,173.0,0,24.69999999999999,36.60000000000002
570,L47750,L,1498.0,41.0,176.0,0,24.69999999999999,36.69999999999999
571,M15431,M,1676.0,29.0,178.0,0,24.80000000000001,36.80000000000001
572,L47752,L,1351.0,49.0,181.0,0,24.80000000000001,36.89999999999998
573,L47753,L,1472.0,45.0,183.0,0,24.899999999999977,36.89999999999998
574,M15434,M,1439.0,41.7,185.0,0,24.899999999999977,37.0
575,M15435,M,1410.0,55.4,188.0,0,24.899999999999977,36.89999999999998
576,H29990,H,1440.0,51.1,191.0,0,24.69999999999999,36.69999999999999
577,L47757,L,1591.0,37.7,196.0,0,24.69999999999999,36.69999999999999
578,L47758,L,1533.0,36.8,198.0,0,24.80000000000001,36.80000000000001
579,M15439,M,1700.0,31.3,200.0,0,24.80000000000001,36.69999999999999
580,M15440,M,1798.0,25.5,,0,24.80000000000001,36.80000000000001
581,L47761,L,1394.0,42.9,206.0,0,24.80000000000001,36.69999999999999
582,L47762,L,1341.0,49.2,208.0,0,24.80000000000001,36.69999999999999
583,H29997,H,1697.0,32.2,210.0,0,24.69999999999999,36.60000000000002
584,H29998,H,1419.0,48.2,215.0,0,24.600000000000023,36.60000000000002
585,L47765,L,2001.0,20.5,220.0,0,24.600000000000023,36.5
586,L47766,L,1501.0,49.8,222.0,1,24.600000000000023,36.60000000000002
587,H30001,H,1623.0,33.1,224.0,0,24.600000000000023,
588,L47768,L,1628.0,33.4,229.0,0,24.600000000000023,36.39999999999998
589,L47769,L,1491.0,40.2,231.0,0,24.600000000000023,36.39999999999998
590,L47770,L,1517.0,36.7,233.0,0,24.5,36.39999999999998
591,H30005,H,1525.0,41.7,235.0,0,24.5,36.30000000000001
592,H30006,H,1668.0,27.9,240.0,0,24.5,36.5
593,L47773,L,1312.0,50.7,0.0,0,24.5,36.60000000000002
594,H30008,H,1278.0,50.4,2.0,0,24.600000000000023,36.60000000000002
595,M15455,M,1330.0,53.1,7.0,0,24.600000000000023,36.60000000000002
596,M15456,M,1530.0,37.3,,0,24.600000000000023,36.60000000000002
597,H30011,H,1428.0,46.6,13.0,0,24.600000000000023,36.60000000000002
598,L47778,L,1480.0,47.9,18.0,0,24.69999999999999,36.60000000000002
599,H30013,H,1616.0,31.1,,0,24.69999999999999,36.69999999999999
600,L47780,L,1547.0,37.3,25.0,0,24.80000000000001,36.69999999999999
601,L47781,L,2194.0,16.8,27.0,0,24.899999999999977,36.69999999999999
602,L47782,L,2000.0,21.3,29.0,0,24.899999999999977,36.80000000000001
603,L47783,L,1336.0,71.6,,1,24.899999999999977,36.80000000000001
604,L47784,L,,33.8,33.0,0,24.899999999999977,36.89999999999998
605,M15465,M,1693.0,29.9,35.0,0,24.899999999999977,36.80000000000001
606,L47786,L,1461.0,50.5,,0,24.899999999999977,36.80000000000001
607,M15467,M,1565.0,33.9,40.0,0,25.0,36.89999999999998
608,,L,1403.0,47.7,43.0,0,25.0,36.89999999999998
609,L47789,L,1629.0,32.5,45.0,0,25.100000000000023,36.89999999999998
610,L47790,L,1534.0,33.7,47.0,0,25.100000000000023,37.0
611,L47791,L,1553.0,40.9,49.0,0,25.100000000000023,37.0
612,L47792,L,1563.0,32.8,51.0,0,25.100000000000023,36.89999999999998
613,L47793,L,1634.0,30.0,53.0,0,25.100000000000023,
614,M15474,M,1445.0,45.2,55.0,0,25.0,36.89999999999998
615,L47795,L,1642.0,30.4,58.0,0,25.100000000000023,36.89999999999998
616,H30030,H,1686.0,29.1,60.0,0,25.100000000000023,36.89999999999998
617,M15477,M,1393.0,43.1,,0,25.100000000000023,37.0
618,H30032,H,1433.0,44.2,68.0,0,25.19999999999999,37.0
619,L47799,L,1507.0,44.7,73.0,0,25.30000000000001,37.0
620,M15480,M,1389.0,49.6,75.0,0,25.30000000000001,37.10000000000002
621,L47801,L,1408.0,45.3,78.0,0,25.30000000000001,37.10000000000002
622,M15482,M,1725.0,32.0,80.0,0,25.399999999999977,37.19999999999999
623,L47803,L,1926.0,23.7,83.0,0,25.399999999999977,37.10000000000002
624,H30038,H,1509.0,37.6,85.0,0,25.30000000000001,37.10000000000002
625,L47805,L,1545.0,36.3,90.0,0,25.30000000000001,37.10000000000002
626,L47806,L,1533.0,35.2,92.0,0,25.399999999999977,37.10000000000002
627,L47807,L,1455.0,42.2,94.0,0,25.399999999999977,37.10000000000002
628,M15488,M,1335.0,57.8,96.0,0,25.399999999999977,37.10000000000002
629,L47809,L,1523.0,45.9,99.0,0,25.30000000000001,37.10000000000002
630,L47810,L,1460.0,47.6,101.0,0,25.30000000000001,37.0
631,L47811,L,1554.0,37.3,103.0,0,25.399999999999977,37.0
632,H30046,H,1419.0,47.1,105.0,0,25.30000000000001,37.0
633,L47813,L,1442.0,43.9,110.0,0,25.30000000000001,37.0
634,L47814,L,1507.0,41.6,112.0,0,25.30000000000001,36.89999999999998
635,L47815,L,1858.0,23.9,,0,25.30000000000001,37.0
636,L47816,L,1463.0,43.9,116.0,0,25.30000000000001,36.89999999999998
637,L47817,L,1585.0,37.4,118.0,0,25.19999999999999,36.69999999999999
638,L47818,L,1536.0,37.3,120.0,0,25.0,
639,L47819,L,1403.0,51.3,122.0,0,25.0,36.60000000000002
640,M15500,M,1515.0,38.8,124.0,0,24.899999999999977,36.60000000000002
641,L47821,L,1390.0,47.9,127.0,0,24.899999999999977,36.5
642,M15502,M,1226.0,58.7,129.0,0,24.80000000000001,
643,M15503,M,1495.0,36.5,132.0,0,24.80000000000001,
644,H30058,H,1608.0,30.2,135.0,0,24.69999999999999,36.39999999999998
645,L47825,L,1392.0,44.1,140.0,0,24.69999999999999,36.39999999999998
646,M15506,M,1461.0,43.7,142.0,0,24.69999999999999,36.39999999999998
647,L47827,L,1559.0,36.9,145.0,0,24.69999999999999,36.30000000000001
648,H30062,H,1400.0,48.9,147.0,0,24.69999999999999,36.30000000000001
649,M15509,M,1732.0,28.8,,0,24.69999999999999,36.19999999999999
650,L47830,L,1611.0,33.1,155.0,0,24.600000000000023,36.19999999999999
651,L47831,L,1503.0,38.9,157.0,0,24.600000000000023,36.10000000000002
652,L47832,L,1391.0,44.5,159.0,0,24.69999999999999,36.19999999999999
653,L47833,L,2015.0,20.1,161.0,0,24.80000000000001,36.30000000000001
654,L47834,L,1683.0,30.9,163.0,0,24.80000000000001,
655,L47835,L,1435.0,38.8,165.0,0,24.69999999999999,36.10000000000002
656,M15516,M,1732.0,28.1,167.0,0,24.69999999999999,36.10000000000002
657,L47837,L,1365.0,58.6,,0,24.69999999999999,36.19999999999999
658,L47838,L,1562.0,36.8,172.0,0,24.69999999999999,36.10000000000002
659,L47839,L,1449.0,49.1,174.0,0,24.600000000000023,36.10000000000002
660,M15520,M,1700.0,27.4,176.0,0,24.69999999999999,36.19999999999999
661,M15521,M,1427.0,45.6,,0,24.600000000000023,36.0
662,M15522,M,1479.0,38.1,182.0,0,24.600000000000023,35.89999999999998
663,L47843,L,1469.0,44.0,185.0,0,24.5,35.89999999999998
664,L47844,L,1390.0,47.4,187.0,0,24.5,35.89999999999998
665,L47845,L,1729.0,28.1,,0,24.5,35.89999999999998
666,L47846,L,1470.0,43.5,191.0,0,24.5,36.0
667,L47847,L,1459.0,48.5,193.0,0,24.5,35.89999999999998
668,L47848,L,1738.0,24.0,195.0,0,24.5,35.89999999999998
669,H30083,H,,37.7,197.0,0,24.5,35.89999999999998
670,L47850,L,1822.0,25.4,202.0,0,24.600000000000023,36.0
671,L47851,L,1554.0,34.8,204.0,0,24.5,35.89999999999998
672,M15532,M,1433.0,43.2,206.0,0,24.600000000000023,35.89999999999998
673,L47853,L,1449.0,47.7,209.0,0,24.600000000000023,35.89999999999998
674,L47854,L,1456.0,41.2,0.0,0,24.80000000000001,36.0
675,M15535,M,1424.0,45.5,2.0,0,24.80000000000001,
676,H30090,H,1577.0,34.7,5.0,0,24.899999999999977,36.19999999999999
677,L47857,L,1478.0,39.7,,0,24.899999999999977,36.19999999999999
678,M15538,M,1295.0,61.2,12.0,0,24.80000000000001,36.19999999999999
679,L47859,L,1372.0,47.3,15.0,0,24.80000000000001,36.19999999999999
680,M15540,M,1432.0,42.6,17.0,0,24.80000000000001,36.10000000000002
681,M15541,M,1656.0,33.2,20.0,0,24.69999999999999,36.0
682,H30096,H,1410.0,48.8,,0,24.80000000000001,36.0
683,L47863,L,1874.0,24.4,28.0,0,24.69999999999999,36.0
684,,L,1538.0,43.2,,0,24.69999999999999,36.0
685,M15545,M,1636.0,29.7,32.0,0,24.69999999999999,36.0
686,M15546,M,1504.0,40.4,35.0,0,24.69999999999999,36.0
687,M15547,M,1531.0,42.4,38.0,0,24.69999999999999,36.0
688,H30102,H,1735.0,26.4,41.0,0,24.600000000000023,36.0
689,H30103,H,1354.0,55.6,46.0,0,24.600000000000023,36.0
690,H30104,H,1413.0,40.2,51.0,0,24.600000000000023,36.0
691,L47871,L,1563.0,39.3,56.0,0,24.69999999999999,36.10000000000002
692,L47872,L,1479.0,42.1,58.0,0,24.69999999999999,36.10000000000002
693,L47873,L,1477.0,38.3,60.0,0,24.69999999999999,36.10000000000002
694,L47874,L,1394.0,50.0,62.0,0,24.600000000000023,36.10000000000002
695,L47875,L,1487.0,45.4,64.0,0,24.600000000000023,36.0
696,M15556,M,1815.0,25.3,66.0,0,24.600000000000023,
697,M15557,M,1453.0,39.7,69.0,0,24.600000000000023,35.80000000000001
698,L47878,L,1539.0,40.2,,0,24.600000000000023,35.80000000000001
699,H30113,H,1416.0,39.2,74.0,0,24.5,35.69999999999999
700,M15560,M,1683.0,31.6,79.0,0,24.600000000000023,35.80000000000001
701,L47881,L,1515.0,40.1,82.0,0,24.69999999999999,35.80000000000001
702,M15562,M,1531.0,48.3,84.0,0,24.69999999999999,35.89999999999998
703,H30117,H,1479.0,40.9,87.0,0,24.69999999999999,35.89999999999998
704,L47884,L,1516.0,33.7,92.0,0,24.69999999999999,35.89999999999998
705,L47885,L,1507.0,38.2,94.0,0,24.69999999999999,36.0
706,M15566,M,1434.0,43.3,,0,24.80000000000001,36.0
707,L47887,L,1838.0,27.3,99.0,0,24.69999999999999,35.89999999999998
708,M15568,M,1416.0,45.9,101.0,0,24.600000000000023,35.80000000000001
709,M15569,M,1357.0,49.7,104.0,0,24.600000000000023,35.80000000000001
710,M15570,M,1697.0,28.1,107.0,0,24.5,35.69999999999999
711,L47891,L,,46.2,110.0,0,24.5,35.69999999999999
712,L47892,L,1453.0,37.6,112.0,0,24.5,35.69999999999999
713,L47893,L,1439.0,46.4,114.0,0,24.399999999999977,35.60000000000002
714,L47894,L,1609.0,36.2,116.0,0,24.399999999999977,35.60000000000002
